FILENAME
電波送信(instrumental)
DELAY
2.3
STARTBPM
180
NOTE
@8&
S
,,,,,,,,,,,,,,,
/再生開始&
/1&
,,,,,,2,,

/2&
,,0,,,,0,,
,,0,,,,0,,
,,0,,,,0,,
,,0,,,,0,0,
,,4,,,,4,,
,,4,,,,4,,
5,,,6,,,5,,
,6,,,,,,,

/10&
2,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,2,,,,

/14&
,,1,,,,1,,
,,1,,,,1,,
,,1,,,,1,,
,,1,,,,1,1,
,,3,,,,3,,
,,3,,,,3,,
,,3,,,,3,,
,,3,,,,3,3,

/22&
,,0,,,,0,,
,,0,,,,0,,
,,0,,,,0,,
,,0,,,,0,0,
,,4,,,,4,,
,,4,,,,4,,
,,4,,,,4,,
2,,,,2,,,,
2,,,,,,,,

/31&
,,1,,,,1,,
,,1,,,,1,,
,,2,,,,2,,
,,2,,,,2,2,
,,3,,,,3,,
,,3,,,,3,,
,,2,,,,2,,
,,2,,,,2,2,
,,0,,,,0,,
,,0,,,,0,,
,,2,,,,2,2,
,,,,,,2,,
,,4,,,,4,,
,,4,,,,4,,
,,2,,,,2,,
,,2,,,,2,,
5,,,6,,,5,,
,6,,,5,,,,

/49&
,,1,,,1,,3,
,,,,,,2,,
,,2,,,,2,,
,,2,,,,2,,
,,0,,,0,,4,
,,,,,,2,,
,,2,,,,2,,
,,2,,,,2,,
0,,,,,,,,
1,,,,,,,,
2,,,,,,,,
3,,,,,,,,
4,,,,,,,,
,,,,,,,,
5,,,,,,,,
6,,,,2,2,,,

/65&
,,,,1,,,,
,,,,1,,,,
,,,,1,,,,
,,,,1,,,,
,,,,3,,,,
,,,,3,,,,
,,,,3,,,,
,,,,3,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,0,,,,
,,,,4,,,,
,,,,4,,,,
,,,,4,,,,
2,,,,2,,,,
2,,,,,,,,

/82&
,,1,,,,1,,
,,1,,,,1,,
,,2,,,,2,,
,,2,,,,2,2,
,,3,,,,3,,
,,3,,,,3,,
,,2,,,,2,,
,,2,,,,2,2,
,,0,,,,0,,
,,0,,,,0,,
,,2,,,,2,2,
,,,,,,2,,
,,4,,,,4,,
,,4,,,,4,,
,,2,,,,2,,
,,2,,,,2,,
5,,,6,,,5,,
,6,,,5,,,,
5,,,6,,,5,,
,6,,,5,,,,

/102&
,,1,,,,1,,
,,1,,,,1,,
,,3,,,,3,,
,,3,,,,3,3,
,,0,,,,0,,
,,0,,,,0,,
,,4,,,,4,,
,,4,,,,4,,
,,2,,,,2,,
,,,,,,,,
56,,,,,,,,
,,,,,,,,

/204notes&
E
